seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,mrt,let,rm
1755016037,3,0,158.87087045049168,112.6616625284499,0.7091398329283921,safe,0.0,False,False,112.94738795352026,191.75957229863317,0.710938308786554
1755016037,3,0.02,161.89087045049166,114.63077646591773,0.708074372241845,safe,0.0,False,False,132.68166252845376,193.77957229863316,0.8195747058450065
1755016037,3,0.05,166.42087045049166,117.67132369787214,0.7070707140236839,safe,0.0,False,False,178.7116625284501,196.80957229863319,1.0738536701838415
1755016037,3,0.1,173.97087045049167,122.67018318657574,0.7051190976335605,safe,0.0,False,False,240.1432945393671,201.8595722986332,1.3803649652239147
1755016037,3,0.2,189.0708704504917,174.69540913896162,0.9239678683592124,safe,0.0,False,False,387.3213439620685,211.95957229863316,2.048551122863153
1755016037,3,0.3,204.1708704504917,187.0401683706723,0.9160962480004055,safe,0.0,False,False,89.96166252844989,222.05957229863319,0.44061947882160896
1755016037,3,0.4,219.27087045049169,198.65041666028083,0.9059589915074165,safe,0.0,False,True,90.0616625284499,232.15957229863315,0.41073245316816753
1755016037,3,0.5,234.3708704504917,206.34839978714444,0.8804353518443466,safe,0.0,False,True,90.16166252844991,242.25957229863317,0.3846965382478945
1755016037,5,0,1394.4663436488217,1334.821378406841,0.9572273898802669,safe,0.0,False,False,639.6713822377096,1457.6444844123712,0.4587212772478377
1755016037,5,0.02,1419.2663436488217,1335.11507198459,0.9407079072643367,safe,0.0,False,False,1820.417397701524,1558.0444844123713,1.2826467744041437
1755016037,5,0.05,1456.4663436488217,1335.533204749081,0.9169681198421845,safe,0.0,False,False,2652.064978298066,1558.6444844123712,1.820889984765431
1755016037,5,0.1,1518.4663436488217,1435.5401078590658,0.9453881634343722,safe,0.0,False,False,846.8320184324344,1559.6444844123712,0.5576890274680218
1755016037,5,0.2,1642.4663436488217,1530.6867459045825,0.931944055854493,safe,0.0,False,False,846.8320184324344,1681.6444844123712,0.5155856141022375
1755016037,5,0.3,1766.4663436488217,1637.7976687200426,0.9271604152598795,safe,0.0,False,False,0,1783.6444844123712,
1755016037,5,0.4,1890.4663436488217,1688.467900583637,0.89314888162711,safe,0.0,False,False,0,1905.6444844123712,
1755016037,5,0.5,2014.4663436488217,1837.2298606842523,0.9120181463823619,safe,0.0,False,False,0,2007.6444844123712,
1755016037,8,0,1466.238459592236,396.4911582457171,0.27041383047337475,safe,0.0,False,False,36.491158245716996,1648.4955366404108,0.02488760133591453
1755016037,8,0.02,1491.538459592236,1312.4813430059085,0.8799513915080145,safe,0.0,False,False,80.96338160802954,1669.5155366404108,0.054281792794108503
1755016037,8,0.05,1529.488459592236,1342.3570760484072,0.8776509999992296,safe,0.0,False,False,993.3749339841931,1699.545536640411,0.6494818105715086
1755016037,8,0.1,1592.738459592236,1392.2406257639377,0.8741175410056786,safe,0.0,False,False,993.3749339841931,1749.5955366404112,0.6236899272455011
1755016037,8,0.2,1719.238459592236,1486.7917616757477,0.8647967089035343,safe,0.0,False,False,0,1849.695536640411,
1755016037,8,0.3,1845.7384595922354,1571.330910947987,0.8513291267144798,safe,0.0,False,False,0,1951.795536640411,
1755016037,8,0.4,1972.2384595922363,1633.398617631413,0.8281952974231731,safe,0.0,False,False,0,2051.8955366404107,
1755016037,8,0.5,2098.7384595922363,1879.717137811629,0.8956414408000315,safe,0.0,False,False,0,2201.995536640411,
1755016037,10,0,0,167.63358425297432,,,1.0,False,False,47.4050633456099,360.4821578147493,
1755016037,10,0.02,0,253.67517991694194,,,1.0,False,False,282.40506334560746,360.58215781474934,
1755016037,10,0.05,0,256.76504742157726,,,1.0,False,False,99.55648978383505,365.7321578147493,
1755016037,10,0.1,0,256.86025856380195,,,1.0,False,False,0,365.9821578147493,
1755016037,10,0.2,0,350.14172126354697,,,1.0,False,False,0,426.4821578147493,
1755016037,10,0.3,0,345.843064937867,,,1.0,False,False,0,431.9821578147493,
1755016037,10,0.4,0,358.98484439840206,,,1.0,False,False,0,487.4821578147493,
1755016037,10,0.5,0,352.20648024957666,,,1.0,False,False,0,492.9821578147493,
